FEN,stockfish_score
r1b1kb1r/p2npppp/3p4/1B1P4/1p2P2B/5N2/1PP2PPP/R3K2R b KQkq - 1 12,1.67
r1b1kb1r/p2npp1p/3p2p1/1B1P4/1p2P2B/5N2/1PP2PPP/R3K2R w KQkq - 0 13,1.5
r1b1kb1r/p2npp1p/2Bp2p1/3P4/1p2P2B/5N2/1PP2PPP/R3K2R b KQkq - 1 13,2.13
1rb1kb1r/p2npp1p/2Bp2p1/3P4/1p2P2B/5N2/1PP2PPP/R3K2R w KQk - 2 14,2.67
1rb1kb1r/R2npp1p/2Bp2p1/3P4/1p2P2B/5N2/1PP2PPP/4K2R b Kk - 0 14,3.51
1rbk1b1r/R2npp1p/2Bp2p1/3P4/1p2P2B/5N2/1PP2PPP/4K2R w K - 1 15,3.07
1rbk1b1r/R2npp1p/2Bp2p1/3P4/1p2P2B/5N2/1PPK1PPP/7R b - - 2 15,1.65
1rbk1b1r/R2npp2/2Bp2pp/3P4/1p2P2B/5N2/1PPK1PPP/7R w - - 0 16,2.99
1rbk1b1r/R2npp2/2Bp2pp/3P4/1p2P2B/5N2/1PPK1PPP/R7 b - - 1 16,3.07
1rbk3r/R2nppb1/2Bp2pp/3P4/1p2P2B/5N2/1PPK1PPP/R7 w - - 2 17,2.25
1rbk3r/R2nppb1/2Bp2pp/3P4/1p2P2B/5N2/RPPK1PPP/8 b - - 3 17,1.98
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,0.18
rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,-0.05
rnbqkbnr/ppp1pppp/8/3p4/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,0.18
rnbqkb1r/ppp1pppp/5n2/3p4/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 1 3,0.0
rnbqkb1r/ppp1pppp/5n2/3p4/8/1P2PN2/P1PP1PPP/RNBQKB1R b KQkq - 0 3,0.09
rnbqkb1r/ppp2ppp/4pn2/3p4/8/1P2PN2/P1PP1PPP/RNBQKB1R w KQkq - 0 4,0.0
rnbqkb1r/ppp2ppp/4pn2/3p4/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 1 4,0.08
rnbqk2r/ppp2ppp/3bpn2/3p4/8/1P2PN2/PBPP1PPP/RN1QKB1R w KQkq - 2 5,0.0
rnbqk2r/ppp2ppp/3bpn2/3p4/3P4/1P2PN2/PBP2PPP/RN1QKB1R b KQkq - 0 5,0.21
rnbq1rk1/ppp2ppp/3bpn2/3p4/3P4/1P2PN2/PBP2PPP/RN1QKB1R w KQ - 1 6,-0.08
rnbq1rk1/ppp2ppp/3bpn2/3p4/3P4/1P1BPN2/PBP2PPP/RN1QK2R b KQ - 2 6,0.22
rnbq1rk1/p1p2ppp/1p1bpn2/3p4/3P4/1P1BPN2/PBP2PPP/RN1QK2R w KQ - 0 7,0.0
rnbq1rk1/p1p2ppp/1p1bpn2/3p4/3P4/1P1BPN2/PBP2PPP/RN1Q1RK1 b - - 1 7,0.21
rn1q1rk1/pbp2ppp/1p1bpn2/3p4/3P4/1P1BPN2/PBP2PPP/RN1Q1RK1 w - - 2 8,0.0
rn1q1rk1/pbp2ppp/1p1bpn2/3p4/2PP4/1P1BPN2/PB3PPP/RN1Q1RK1 b - - 0 8,0.35
r2q1rk1/pbpn1ppp/1p1bpn2/3p4/2PP4/1P1BPN2/PB3PPP/RN1Q1RK1 w - - 1 9,0.0
r2q1rk1/pbpn1ppp/1p1bpn2/3p4/2PP4/1P1BPN2/PB1N1PPP/R2Q1RK1 b - - 2 9,0.26
r2q1rk1/pbpn1ppp/1p1bp3/3p4/2PPn3/1P1BPN2/PB1N1PPP/R2Q1RK1 w - - 3 10,-0.08
r2q1rk1/pbpn1ppp/1p1bp3/3p4/2PPn3/1P1BPN2/PB1N1PPP/2RQ1RK1 b - - 4 10,0.17
r4rk1/pbpnqppp/1p1bp3/3p4/2PPn3/1P1BPN2/PB1N1PPP/2RQ1RK1 w - - 5 11,-0.08
r4rk1/pbpnqppp/1p1bp3/3p4/2PPn3/1P1BPN2/PBRN1PPP/3Q1RK1 b - - 6 11,0.09
r4rk1/pb1nqppp/1p1bp3/2pp4/2PPn3/1P1BPN2/PBRN1PPP/3Q1RK1 w - - 0 12,-0.04
r4rk1/pb1nqppp/1p1bp3/2pP4/3Pn3/1P1BPN2/PBRN1PPP/3Q1RK1 b - - 0 12,0.26
r4rk1/pb1nqppp/1p1b4/2pp4/3Pn3/1P1BPN2/PBRN1PPP/3Q1RK1 w - - 0 13,0.0
r4rk1/pb1nqppp/1p1b4/2pp4/3Pn3/1P1BPN2/PBRN1PPP/Q4RK1 b - - 1 13,0.0
r4rk1/pb1nq1pp/1p1b1p2/2pp4/3Pn3/1P1BPN2/PBRN1PPP/Q4RK1 w - - 0 14,-0.05
r4rk1/pb1nq1pp/1p1b1p2/2pp4/3Pn3/1P1BPN2/PBRN1PPP/Q1R3K1 b - - 1 14,0.05
2r2rk1/pb1nq1pp/1p1b1p2/2pp4/3Pn3/1P1BPN2/PBRN1PPP/Q1R3K1 w - - 2 15,0.0
2r2rk1/pb1nq1pp/1p1b1p2/2pp4/3Pn2N/1P1BP3/PBRN1PPP/Q1R3K1 b - - 3 15,-0.3
2r2rk1/pb1nq2p/1p1b1pp1/2pp4/3Pn2N/1P1BP3/PBRN1PPP/Q1R3K1 w - - 0 16,-0.08
2r2rk1/pb1nq2p/1p1b1pp1/2pp4/3Pn3/1P1BPN2/PBRN1PPP/Q1R3K1 b - - 1 16,0.13
2r3k1/pb1nqr1p/1p1b1pp1/2pp4/3Pn3/1P1BPN2/PBRN1PPP/Q1R3K1 w - - 2 17,0.08
2r3k1/pb1nqr1p/1p1b1pp1/2pp4/3PB3/1P2PN2/PBRN1PPP/Q1R3K1 b - - 0 17,0.0
2r3k1/pb1nqr1p/1p1b1pp1/2p5/3Pp3/1P2PN2/PBRN1PPP/Q1R3K1 w - - 0 18,-0.77
2r3k1/pb1nqr1p/1p1b1pp1/2p5/3Pp3/1P2P3/PBRN1PPP/Q1R1N1K1 b - - 1 18,-0.21
2r3k1/pb1nqr1p/1p1b1pp1/8/3pp3/1P2P3/PBRN1PPP/Q1R1N1K1 w - - 0 19,4.07
2r3k1/pb1nqr1p/1p1b1pp1/8/3Bp3/1P2P3/P1RN1PPP/Q1R1N1K1 b - - 0 19,-0.39
6k1/pb1nqr1p/1p1b1pp1/8/3Bp3/1P2P3/P1rN1PPP/Q1R1N1K1 w - - 0 20,-0.56
6k1/pb1nqr1p/1p1b1pp1/8/3Bp3/1P2P3/P1RN1PPP/Q3N1K1 b - - 0 20,-0.3
6k1/pb1nqr1p/1p3pp1/4b3/3Bp3/1P2P3/P1RN1PPP/Q3N1K1 w - - 1 21,-0.17
6k1/pb1nqr1p/1p3pp1/4b3/3Bp3/1P2P3/PQRN1PPP/4N1K1 b - - 2 21,-0.08
6k1/pb1n1r1p/1p1q1pp1/4b3/3Bp3/1P2P3/PQRN1PPP/4N1K1 w - - 3 22,-0.22
6k1/pb1n1r1p/1p1q1pp1/4b3/2NBp3/1P2P3/PQR2PPP/4N1K1 b - - 4 22,-0.65
6k1/pb1n1r1p/1p1q1pp1/8/2NBp3/1P2P3/PQR2PPb/4N1K1 w - - 0 23,-0.95
6k1/pb1n1r1p/1p1q1pp1/8/2NBp3/1P2P3/PQR2PPb/4NK2 b - - 1 23,-1.75
1q4k1/pb1n1r1p/1p3pp1/8/2NBp3/1P2P3/PQR2PPb/4NK2 w - - 2 24,-1.2
1q4k1/pb1n1r1p/1p3pp1/8/2NBp3/1P2P1P1/PQR2P1b/4NK2 b - - 0 24,-0.73
1q4k1/pb1n1r1p/1p3pp1/8/2NBp3/1P2P1b1/PQR2P2/4NK2 w - - 0 25,0.0
1q4k1/pb1n1r1p/1p3pp1/8/2NBp3/1P2P1P1/PQR5/4NK2 b - - 0 25,0.35
6k1/pb1n1r1p/1p3pp1/8/2NBp3/1P2P1q1/PQR5/4NK2 w - - 0 26,0.77
6k1/pb1n1r1p/1p3pp1/8/2NBp3/1P2P1q1/PQ4R1/4NK2 b - - 1 26,0.59
6k1/pb1n1r1p/1p3pp1/8/2NBp3/1P2P2q/PQ4R1/4NK2 w - - 2 27,0.68
6k1/pb1n1r1p/1p3pp1/8/2NBp3/1P2P2q/P4QR1/4NK2 b - - 3 27,0.0
6k1/pb3r1p/1p3pp1/4n3/2NBp3/1P2P2q/P4QR1/4NK2 w - - 4 28,0.0
6k1/pb3r1p/1p3pp1/4n3/2NBp3/1P2P1Qq/P5R1/4NK2 b - - 5 28,-5.11
6k1/pb3r1p/1p3pp1/4n3/2NBp3/1P2P1q1/P5R1/4NK2 w - - 0 29,-0.64
6k1/pb3r1p/1p3pp1/4n3/2NBp3/1P2P1R1/P7/4NK2 b - - 0 29,-0.85
6k1/pb3r1p/1p3pp1/8/2nBp3/1P2P1R1/P7/4NK2 w - - 0 30,-0.21
6k1/pb3r1p/1p3pp1/8/2PBp3/4P1R1/P7/4NK2 b - - 0 30,-0.46
6k1/p4r1p/bp3pp1/8/2PBp3/4P1R1/P7/4NK2 w - - 1 31,-1.05
6k1/p4r1p/bp3pp1/8/2PBp3/4P1R1/P4K2/4N3 b - - 2 31,-0.93
6k1/p4r1p/1p3pp1/8/2bBp3/4P1R1/P4K2/4N3 w - - 0 32,-0.88
6k1/p4r1p/1p3pp1/8/2bBp3/P3P1R1/5K2/4N3 b - - 0 32,-0.67
6k1/p4r1p/1p4p1/5p2/2bBp3/P3P1R1/5K2/4N3 w - - 0 33,0.0
6k1/p4r1p/1p4p1/5p2/2bBp3/P3P1R1/2N2K2/8 b - - 1 33,-0.63
6k1/p1r4p/1p4p1/5p2/2bBp3/P3P1R1/2N2K2/8 w - - 2 34,-0.04
6k1/p1r4p/1p4p1/5p2/1NbBp3/P3P1R1/5K2/8 b - - 3 34,-0.29
6k1/2r4p/1p4p1/p4p2/1NbBp3/P3P1R1/5K2/8 w - - 0 35,0.0
6k1/2r4p/1p4p1/p4p2/2bBp3/P3P1R1/N4K2/8 b - - 1 35,-3.69
6k1/2r4p/6p1/pp3p2/2bBp3/P3P1R1/N4K2/8 w - - 0 36,-0.75
6k1/2r4p/6p1/pp3p2/2bBp3/P1N1P1R1/5K2/8 b - - 1 36,-0.88
6k1/2r4p/6p1/p4p2/1pbBp3/P1N1P1R1/5K2/8 w - - 0 37,-1.21
6k1/2r4p/6p1/p4p2/1PbBp3/2N1P1R1/5K2/8 b - - 0 37,-1.09
6k1/2r4p/6p1/5p2/1pbBp3/2N1P1R1/5K2/8 w - - 0 38,-1.08
6k1/2r4p/6p1/5p2/NpbBp3/4P1R1/5K2/8 b - - 1 38,-1.37
6k1/2r4p/6p1/5p2/N1bBp3/1p2P1R1/5K2/8 w - - 0 39,-0.04
6k1/2r4p/6p1/5p2/2bBp3/1p2P1R1/1N3K2/8 b - - 1 39,-1.7
6k1/2r2b1p/6p1/5p2/3Bp3/1p2P1R1/1N3K2/8 w - - 2 40,-0.82
6k1/2r2b1p/6p1/5p2/3Bp3/1p2P3/1N3K2/6R1 b - - 3 40,-1.55
5k2/2r2b1p/6p1/5p2/3Bp3/1p2P3/1N3K2/6R1 w - - 4 41,-0.28
5k2/2r2b1p/6p1/5p2/3Bp3/1p2P3/1N3K2/2R5 b - - 5 41,-5.18
5k2/5b1p/6p1/5p2/3Bp3/1p2P3/1Nr2K2/2R5 w - - 6 42,-1.46
5k2/5b1p/6p1/5p2/3Bp3/1p2P3/1NR2K2/8 b - - 0 42,-1.2
5k2/5b1p/6p1/5p2/3Bp3/4P3/1Np2K2/8 w - - 0 43,-1.26
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0.21
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,0.04
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,0.43
rnbqkb1r/pp1ppppp/5n2/2p5/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,0.22
rnbqkb1r/pp1ppppp/5n2/2pP4/2P5/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,-0.39
rnbqkb1r/p2ppppp/5n2/1ppP4/2P5/8/PP2PPPP/RNBQKBNR w KQkq - 0 4,0.78
rnbqkb1r/p2ppppp/5n2/1PpP4/8/8/PP2PPPP/RNBQKBNR b KQkq - 0 4,-0.39
rnbqkb1r/3ppppp/p4n2/1PpP4/8/8/PP2PPPP/RNBQKBNR w KQkq - 0 5,0.43
rnbqkb1r/3ppppp/p4n2/1PpP4/8/4P3/PP3PPP/RNBQKBNR b KQkq - 0 5,-0.52
rnbqkb1r/3ppp1p/p4np1/1PpP4/8/4P3/PP3PPP/RNBQKBNR w KQkq - 0 6,0.64
rnbqkb1r/3ppp1p/p4np1/1PpP4/8/2N1P3/PP3PPP/R1BQKBNR b KQkq - 1 6,0.86
rnbqk2r/3pppbp/p4np1/1PpP4/8/2N1P3/PP3PPP/R1BQKBNR w KQkq - 2 7,0.61
rnbqk2r/3pppbp/p4np1/1PpP4/P7/2N1P3/1P3PPP/R1BQKBNR b KQkq - 0 7,0.69
rnbq1rk1/3pppbp/p4np1/1PpP4/P7/2N1P3/1P3PPP/R1BQKBNR w KQ - 1 8,0.43
rnbq1rk1/3pppbp/p4np1/1PpP4/P7/2N1PN2/1P3PPP/R1BQKB1R b KQ - 2 8,0.73
rnbq1rk1/3p1pbp/p3pnp1/1PpP4/P7/2N1PN2/1P3PPP/R1BQKB1R w KQ - 0 9,0.99
rnbq1rk1/3p1pbp/p3pnp1/1PpP4/P3P3/2N2N2/1P3PPP/R1BQKB1R b KQ - 0 9,0.95
rnbq1rk1/3p1pbp/p4np1/1Ppp4/P3P3/2N2N2/1P3PPP/R1BQKB1R w KQ - 0 10,0.61
rnbq1rk1/3p1pbp/p4np1/1PpP4/P7/2N2N2/1P3PPP/R1BQKB1R b KQ - 0 10,-2.12
rn1q1rk1/1b1p1pbp/p4np1/1PpP4/P7/2N2N2/1P3PPP/R1BQKB1R w KQ - 1 11,0.61
rn1q1rk1/1b1p1pbp/p4np1/1PpP4/P7/2N2N2/1P2BPPP/R1BQK2R b KQ - 2 11,0.91
rn1qr1k1/1b1p1pbp/p4np1/1PpP4/P7/2N2N2/1P2BPPP/R1BQK2R w KQ - 3 12,1.27
rn1qr1k1/1b1p1pbp/p4np1/1PpP4/P7/2N2N2/1P2BPPP/R1BQ1RK1 b - - 4 12,1.46
rn1qr1k1/1b3pbp/p2p1np1/1PpP4/P7/2N2N2/1P2BPPP/R1BQ1RK1 w - - 0 13,1.04
rn1qr1k1/1b3pbp/p2p1np1/1PpP4/P4B2/2N2N2/1P2BPPP/R2Q1RK1 b - - 1 13,1.59
rn1qr1k1/1b3pbp/p2p2p1/1PpP3n/P4B2/2N2N2/1P2BPPP/R2Q1RK1 w - - 2 14,1.58
rn1qr1k1/1b3pbp/p2p2p1/1PpP2Bn/P7/2N2N2/1P2BPPP/R2Q1RK1 b - - 3 14,1.99
rn2r1k1/1b3pbp/p2p2p1/qPpP2Bn/P7/2N2N2/1P2BPPP/R2Q1RK1 w - - 4 15,2.2
rn2r1k1/1b3pbp/p2p2p1/qPpP3n/P7/2N2N2/1P1BBPPP/R2Q1RK1 b - - 5 15,1.85
rn1qr1k1/1b3pbp/p2p2p1/1PpP3n/P7/2N2N2/1P1BBPPP/R2Q1RK1 w - - 6 16,1.67
rn1qr1k1/1b3pbp/p2p2p1/1PpP2Bn/P7/2N2N2/1P2BPPP/R2Q1RK1 b - - 7 16,1.95
rn2r1k1/1b3pbp/p2p2p1/qPpP2Bn/P7/2N2N2/1P2BPPP/R2Q1RK1 w - - 8 17,2.15
rn2r1k1/1b3pbp/p2p2p1/qPpP2Bn/P7/2N5/1P1NBPPP/R2Q1RK1 b - - 9 17,2.67
r3r1k1/1b1n1pbp/p2p2p1/qPpP2Bn/P7/2N5/1P1NBPPP/R2Q1RK1 w - - 10 18,2.34
r3r1k1/1b1n1pbp/p2p2p1/qPpP2Bn/P1N5/2N5/1P2BPPP/R2Q1RK1 b - - 11 18,2.89
r3r1k1/1b1n1pbp/p2p2p1/1PpP2Bn/PqN5/2N5/1P2BPPP/R2Q1RK1 w - - 12 19,3.33
r3r1k1/1b1n1pbp/p2N2p1/1PpP2Bn/Pq6/2N5/1P2BPPP/R2Q1RK1 b - - 0 19,3.49
r1b1r1k1/3n1pbp/p2N2p1/1PpP2Bn/Pq6/2N5/1P2BPPP/R2Q1RK1 w - - 1 20,4.06
r1b1N1k1/3n1pbp/p5p1/1PpP2Bn/Pq6/2N5/1P2BPPP/R2Q1RK1 b - - 0 20,5.95
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,0.18
rnbqkbnr/ppp1pppp/3p4/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,0.43
rnbqkbnr/ppp1pppp/3p4/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2,0.35
rnbqkb1r/ppp1pppp/3p1n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 1 3,0.17
rnbqkb1r/ppp1pppp/3p1n2/8/3P4/1P3N2/P1P1PPPP/RNBQKB1R b KQkq - 0 3,0.18
rnbqkb1r/ppp1pp1p/3p1np1/8/3P4/1P3N2/P1P1PPPP/RNBQKB1R w KQkq - 0 4,0.04
rnbqkb1r/ppp1pp1p/3p1np1/8/3P4/1P3N2/PBP1PPPP/RN1QKB1R b KQkq - 1 4,0.09
rnbqk2r/ppp1ppbp/3p1np1/8/3P4/1P3N2/PBP1PPPP/RN1QKB1R w KQkq - 2 5,-0.04
rnbqk2r/ppp1ppbp/3p1np1/8/3P4/1P2PN2/PBP2PPP/RN1QKB1R b KQkq - 0 5,0.17
rnbq1rk1/ppp1ppbp/3p1np1/8/3P4/1P2PN2/PBP2PPP/RN1QKB1R w KQ - 1 6,-0.13
rnbq1rk1/ppp1ppbp/3p1np1/8/3P4/1P2PN2/PBP1BPPP/RN1QK2R b KQ - 2 6,0.17
rnbq1rk1/ppp2pbp/3p1np1/4p3/3P4/1P2PN2/PBP1BPPP/RN1QK2R w KQ - 0 7,0.34
rnbq1rk1/ppp2pbp/3p1np1/4P3/8/1P2PN2/PBP1BPPP/RN1QK2R b KQ - 0 7,0.43
rnbq1rk1/ppp2pbp/3p2p1/4P3/6n1/1P2PN2/PBP1BPPP/RN1QK2R w KQ - 1 8,0.73
rnbq1rk1/ppp2pbp/3p2p1/4P3/6n1/1PN1PN2/PBP1BPPP/R2QK2R b KQ - 2 8,0.52
rnbq1rk1/ppp2pbp/3p2p1/4n3/8/1PN1PN2/PBP1BPPP/R2QK2R w KQ - 0 9,0.09
rnbq1rk1/ppp2pbp/3p2p1/4n3/8/1PN1PN2/PBP1BPPP/R2Q1RK1 b - - 1 9,0.39
r1bq1rk1/ppp2pbp/2np2p1/4n3/8/1PN1PN2/PBP1BPPP/R2Q1RK1 w - - 2 10,0.05
r1bq1rk1/ppp2pbp/2np2p1/4n3/8/1PN1PN2/PBPQBPPP/R4RK1 b - - 3 10,0.35
r2q1rk1/ppp2pbp/2npb1p1/4n3/8/1PN1PN2/PBPQBPPP/R4RK1 w - - 4 11,0.13
r2q1rk1/ppp2pbp/2npb1p1/4n3/N7/1P2PN2/PBPQBPPP/R4RK1 b - - 5 11,0.13
r2q1rk1/1pp2pbp/p1npb1p1/4n3/N7/1P2PN2/PBPQBPPP/R4RK1 w - - 0 12,-0.05
r2q1rk1/1pp2pbp/p1npb1p1/4n3/N1P5/1P2PN2/PB1QBPPP/R4RK1 b - - 0 12,0.3
r2q1rk1/1pp2pb1/p1npb1pp/4n3/N1P5/1P2PN2/PB1QBPPP/R4RK1 w - - 0 13,0.18
r2q1rk1/1pp2pb1/p1npb1pp/4n3/2P5/1PN1PN2/PB1QBPPP/R4RK1 b - - 1 13,0.52
r4rk1/1ppq1pb1/p1npb1pp/4n3/2P5/1PN1PN2/PB1QBPPP/R4RK1 w - - 2 14,0.39
r4rk1/1ppq1pb1/p1npb1pp/4n3/2P5/1PN1PN2/PB1QBPPP/R2R2K1 b - - 3 14,0.6
4rrk1/1ppq1pb1/p1npb1pp/4n3/2P5/1PN1PN2/PB1QBPPP/R2R2K1 w - - 4 15,0.56
4rrk1/1ppq1pb1/p1npb1pp/4n3/2P5/1PN1PN2/PB1QBPPP/2RR2K1 b - - 5 15,0.77
4rrk1/2pq1pb1/ppnpb1pp/4n3/2P5/1PN1PN2/PB1QBPPP/2RR2K1 w - - 0 16,0.74
4rrk1/2pq1pb1/ppnpb1pp/4n3/2P5/1PN1PN2/PBQ1BPPP/2RR2K1 b - - 1 16,0.69
4rrk1/2pq1pb1/1pnpb1pp/p3n3/2P5/1PN1PN2/PBQ1BPPP/2RR2K1 w - - 0 17,0.74
4rrk1/2pq1pb1/1pnpb1pp/p3n3/2PN4/1PN1P3/PBQ1BPPP/2RR2K1 b - - 1 17,0.56
4rrk1/2pq1pb1/1p1pb1pp/p3n3/2Pn4/1PN1P3/PBQ1BPPP/2RR2K1 w - - 0 18,0.18
4rrk1/2pq1pb1/1p1pb1pp/p3n3/2PP4/1PN5/PBQ1BPPP/2RR2K1 b - - 0 18,0.47
4rrk1/2pq1pb1/1p1p2pp/p3nb2/2PP4/1PN5/PBQ1BPPP/2RR2K1 w - - 1 19,0.09
4rrk1/2pq1pb1/1p1p2pp/p3nb2/2PP4/1PN5/PB1QBPPP/2RR2K1 b - - 2 19,0.47
4rrk1/2pq1pb1/1p1p2pp/p4b2/2PP2n1/1PN5/PB1QBPPP/2RR2K1 w - - 3 20,0.17
4rrk1/2pq1pb1/1p1p2pp/p4b2/2PP2n1/1PN2B2/PB1Q1PPP/2RR2K1 b - - 4 20,0.3
4rrk1/2pq1pb1/1p1p2p1/p4b1p/2PP2n1/1PN2B2/PB1Q1PPP/2RR2K1 w - - 0 21,0.0
4rrk1/2pq1pb1/1p1p2p1/p4b1p/2PP2n1/1PN2B1P/PB1Q1PP1/2RR2K1 b - - 0 21,-0.13
4rrk1/2pq1p2/1p1p2pb/p4b1p/2PP2n1/1PN2B1P/PB1Q1PP1/2RR2K1 w - - 1 22,-2.76
4rrk1/2pq1p2/1p1p2pb/p4b1p/2PP2P1/1PN2B2/PB1Q1PP1/2RR2K1 b - - 0 22,-3.01
4rrk1/2pq1p2/1p1p2p1/p4b1p/2PP2P1/1PN2B2/PB1b1PP1/2RR2K1 w - - 0 23,-2.76
4rrk1/2pq1p2/1p1p2p1/p4P1p/2PP4/1PN2B2/PB1b1PP1/2RR2K1 b - - 0 23,-4.09
4rrk1/2pq1p2/1p1p2p1/p4P1p/2PP4/1PN2B2/PB3PP1/2bR2K1 w - - 0 24,-3.61
4rrk1/2pq1p2/1p1p2p1/p4P1p/2PP4/1PN2B2/P4PP1/2BR2K1 b - - 0 24,-4.38
4rrk1/2p2p2/1p1p2p1/p4q1p/2PP4/1PN2B2/P4PP1/2BR2K1 w - - 0 25,-3.72
4rrk1/2p2p2/1p1p2p1/p4q1p/2PP4/1PN1BB2/P4PP1/3R2K1 b - - 1 25,-5.31
4rrk1/2p2p2/1p1p2p1/p6p/2PP4/1PN1BB2/P1q2PP1/3R2K1 w - - 2 26,-3.56
4rrk1/2p2p2/1p1p2p1/p2N3p/2PP4/1P2BB2/P1q2PP1/3R2K1 b - - 3 26,-3.18
4rrk1/2p2p2/1p1p2p1/p2N3p/2PP4/1P2BB2/q4PP1/3R2K1 w - - 0 27,-1.83
4rrk1/2p2p2/1p1p2p1/p2N3p/2PP4/1P2BB2/q2R1PP1/6K1 b - - 1 27,-3.34
4rrk1/2p2p2/1p1p2p1/p2N3p/2PP4/1q2BB2/3R1PP1/6K1 w - - 0 28,-3.22
4rrk1/2p2p2/1p1p1Np1/p6p/2PP4/1q2BB2/3R1PP1/6K1 b - - 1 28,-2.38
4rr2/2p2pk1/1p1p1Np1/p6p/2PP4/1q2BB2/3R1PP1/6K1 w - - 2 29,-3.22
4rr2/2pN1pk1/1p1p2p1/p6p/2PP4/1q2BB2/3R1PP1/6K1 b - - 3 29,-6.44
4r2r/2pN1pk1/1p1p2p1/p6p/2PP4/1q2BB2/3R1PP1/6K1 w - - 4 30,-5.56
4r2r/2pN1pk1/1p1p2p1/p5Bp/2PP4/1q3B2/3R1PP1/6K1 b - - 5 30,-5.43
7r/2pN1pk1/1p1pr1p1/p5Bp/2PP4/1q3B2/3R1PP1/6K1 w - - 6 31,-4.28
7r/2pN1pk1/1p1pr1p1/p2B2Bp/2PP4/1q6/3R1PP1/6K1 b - - 7 31,-4.74
7r/2pN1pk1/1p1pr1p1/p2B2Bp/2PP4/8/3R1PP1/1q4K1 w - - 8 32,-5.91
7r/2pN1pk1/1p1pr1p1/p2B2Bp/2PP4/8/3R1PPK/1q6 b - - 9 32,-4.82
7r/2pN1pk1/1p1pr1p1/p2B2B1/2PP3p/8/3R1PPK/1q6 w - - 0 33,-3.52
7r/2pN1pk1/1p1pr1p1/p2B2B1/2PP3p/7K/3R1PP1/1q6 b - - 1 33,-5.76
7r/2pN1pk1/1p1p1rp1/p2B2B1/2PP3p/7K/3R1PP1/1q6 w - - 2 34,0.13
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0.21
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,0.04
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,0.43
rnbqkb1r/pp1ppppp/5n2/2p5/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,0.22
rnbqkb1r/pp1ppppp/5n2/2pP4/2P5/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,-0.39
rnbqkb1r/p2ppppp/5n2/1ppP4/2P5/8/PP2PPPP/RNBQKBNR w KQkq - 0 4,0.78
rnbqkb1r/p2ppppp/5n2/1ppP4/2P5/8/PP1NPPPP/R1BQKBNR b KQkq - 1 4,0.26
rnbqkb1r/p2ppppp/5n2/2pP4/1pP5/8/PP1NPPPP/R1BQKBNR w KQkq - 0 5,1.03
rnbqkb1r/p2ppppp/5n2/2pP4/1pP1P3/8/PP1N1PPP/R1BQKBNR b KQkq - 0 5,1.26
rnbqkb1r/p3pppp/3p1n2/2pP4/1pP1P3/8/PP1N1PPP/R1BQKBNR w KQkq - 0 6,0.82
rnbqkb1r/p3pppp/3p1n2/2pP4/1pP1P3/7P/PP1N1PP1/R1BQKBNR b KQkq - 0 6,0.69
rnbqkb1r/4pppp/3p1n2/p1pP4/1pP1P3/7P/PP1N1PP1/R1BQKBNR w KQkq - 0 7,0.65
rnbqkb1r/4pppp/3p1n2/p1pP4/1pP1P3/P6P/1P1N1PP1/R1BQKBNR b KQkq - 0 7,0.48
rnbqkb1r/4pp1p/3p1np1/p1pP4/1pP1P3/P6P/1P1N1PP1/R1BQKBNR w KQkq - 0 8,0.17
rnbqkb1r/4pp1p/3p1np1/p1pP4/1pP1P3/PP5P/3N1PP1/R1BQKBNR b KQkq - 0 8,-0.17
rnbqk2r/4ppbp/3p1np1/p1pP4/1pP1P3/PP5P/3N1PP1/R1BQKBNR w KQkq - 1 9,-0.22
rnbqk2r/4ppbp/3p1np1/p1pP4/1pP1P3/PP5P/1B1N1PP1/R2QKBNR b KQkq - 2 9,0.0
